0.487305,0.825684,8.08388e-05
0.580566,0.780273,-0.15152
0.608398,0.703613,-0.291901
0.595703,0.637207,-0.411072
0.568848,0.581543,-0.518799
0.583496,0.532227,-0.324402
0.574219,0.412109,-0.448608
0.550293,0.385742,-0.522766
0.520996,0.398926,-0.567322
0.513184,0.534668,-0.311127
0.496826,0.392822,-0.469971
0.476807,0.390137,-0.554504
0.457764,0.412842,-0.617676
0.447998,0.568848,-0.299072
0.43042,0.464111,-0.430603
0.432373,0.481689,-0.496826
0.43042,0.51123,-0.535889
0.385986,0.620605,-0.295563
0.377441,0.535156,-0.394897
0.393311,0.539062,-0.464478
0.406738,0.55957,-0.513306
