0.495361,0.860352,0.000100061
0.634766,0.764648,-0.0771332
0.696289,0.617676,-0.121689
0.638184,0.509277,-0.191956
0.503418,0.482178,-0.252686
0.571777,0.508301,0.00553608
0.547363,0.392334,-0.137253
0.557129,0.471924,-0.201569
0.56543,0.55127,-0.198669
0.473389,0.526855,-0.0163841
0.45874,0.429932,-0.194092
0.49585,0.527832,-0.250702
0.525879,0.609375,-0.235291
0.388184,0.558105,-0.0658035
0.382324,0.488281,-0.240021
0.42627,0.572266,-0.285339
0.455566,0.641602,-0.266113
0.315186,0.598145,-0.125504
0.25415,0.492188,-0.186462
0.212769,0.398926,-0.224762
0.182007,0.305664,-0.246582
