0.443848,0.847656,3.7048e-05
0.408203,0.780762,-0.177917
0.385986,0.677734,-0.223846
0.337646,0.561035,-0.230865
0.30957,0.451172,-0.218964
0.624023,0.607422,-0.102692
0.685059,0.454834,-0.136032
0.699707,0.378174,-0.149612
0.709473,0.334229,-0.141449
0.591309,0.575684,0.000732541
0.548828,0.453125,-0.0435257
0.446289,0.489746,-0.120468
0.402344,0.532227,-0.15686
0.552734,0.551758,0.0930023
0.540039,0.451904,0.0639725
0.478027,0.4646,0.0153732
0.453613,0.489258,0.00985146
0.525879,0.536621,0.171204
0.544434,0.451172,0.156021
0.523926,0.413574,0.133667
0.520508,0.398682,0.147552
