0.467529,0.845703,8.70973e-05
0.608887,0.813477,0.0167179
0.700684,0.737305,0.0400925
0.769531,0.65332,0.0475693
0.80957,0.567871,0.0517273
0.59668,0.59668,0.117645
0.705078,0.532715,0.109558
0.777832,0.532715,0.0385475
0.828125,0.555176,-0.0276947
0.539062,0.527832,0.0933838
0.604492,0.411377,0.0991821
0.699219,0.364258,0.0537491
0.781738,0.366211,0.0359154
0.472656,0.493408,0.0620651
0.476562,0.369141,0.0801086
0.553711,0.302734,0.0505829
0.628418,0.285645,0.0384331
0.409912,0.490234,0.0327301
0.343018,0.378662,0.024128
0.352051,0.32666,0.0026226
0.37915,0.312256,0.00433683
