0.487793,0.804199,6.75768e-05
0.569824,0.750488,-0.179138
0.593262,0.621582,-0.263519
0.509766,0.510742,-0.314941
0.427734,0.431396,-0.337524
0.629395,0.461182,-0.165253
0.638672,0.309326,-0.268402
0.637695,0.20105,-0.319214
0.62793,0.106018,-0.332336
0.543457,0.464844,-0.139389
0.553223,0.279297,-0.222626
0.54834,0.161011,-0.283966
0.532715,0.0515442,-0.322266
0.459229,0.50293,-0.132523
0.433838,0.415039,-0.267487
0.459473,0.518066,-0.288544
0.480469,0.581055,-0.273743
0.381348,0.557129,-0.139999
0.36499,0.506348,-0.261536
0.399414,0.569824,-0.274963
0.434082,0.615723,-0.254211
