0.583984,0.819824,8.07643e-05
0.650391,0.670898,-0.0379181
0.61377,0.530273,-0.0759125
0.512207,0.45752,-0.117493
0.421875,0.442383,-0.15419
0.455078,0.423096,-0.0469971
0.336426,0.30127,-0.10025
0.253906,0.221191,-0.153885
0.172241,0.15332,-0.188751
0.387207,0.476318,-0.0837708
0.255859,0.343018,-0.161285
0.160034,0.248779,-0.224915
0.0682373,0.166748,-0.270996
0.348389,0.557129,-0.125732
0.302734,0.460205,-0.227051
0.36084,0.487061,-0.25528
0.386475,0.518066,-0.257721
0.334961,0.645996,-0.168915
0.326416,0.575195,-0.24231
0.392578,0.577148,-0.263062
0.436035,0.586426,-0.268707
