0.545898,0.791992,0.000113994
0.701172,0.677246,-0.173492
0.760742,0.504395,-0.301971
0.733398,0.400146,-0.408325
0.725586,0.312012,-0.518188
0.60498,0.354004,-0.197144
0.568359,0.273193,-0.392151
0.541504,0.191406,-0.577698
0.520508,0.128662,-0.713501
0.478516,0.38916,-0.203705
0.435303,0.290283,-0.501099
0.510742,0.441162,-0.614624
0.57666,0.564453,-0.640869
0.364746,0.46167,-0.234528
0.317383,0.361816,-0.507507
0.425293,0.510742,-0.578003
0.509766,0.624512,-0.566406
0.264404,0.556152,-0.270996
0.237915,0.486328,-0.477905
0.336914,0.577148,-0.519409
0.426758,0.652344,-0.510559
