label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
0,0.42895500000000003,0.6132810000000001,0.722168,0.762207,0.797363,0.65332,0.702148,0.676758,0.645508,0.557617,0.614746,0.584961,0.548828,0.46362299999999995,0.522949,0.501953,0.47729499999999997,0.36377,0.42285200000000006,0.432129,0.423096,0.7905270000000001,0.711914,0.581055,0.45654300000000003,0.355469,0.44458000000000003,0.355713,0.46948199999999995,0.564453,0.43286099999999994,0.36230500000000004,0.494385,0.5898439999999999,0.439209,0.39355500000000004,0.5253909999999999,0.614258,0.45654300000000003,0.406738,0.50293,0.5766600000000001,8.2925e-05,-0.0502014,-0.06626130000000001,-0.0862885,-0.09147639999999999,-0.032787300000000005,-0.147171,-0.20462,-0.22140500000000002,-0.0445938,-0.155182,-0.176544,-0.176697,-0.0770187,-0.184021,-0.18371600000000002,-0.17486600000000002,-0.11467000000000001,-0.162659,-0.152206,-0.14816300000000002
0,0.492432,0.665039,0.756836,0.7871090000000001,0.8266600000000001,0.6733399999999999,0.708008,0.6967770000000001,0.6777340000000001,0.560547,0.593262,0.5825199999999999,0.560547,0.44604499999999997,0.477783,0.482666,0.48120100000000005,0.32519499999999996,0.37182600000000005,0.395752,0.39770500000000003,0.757812,0.65918,0.47119099999999997,0.31567399999999995,0.18908699999999998,0.31494099999999997,0.249023,0.35791,0.44995100000000005,0.3125,0.267822,0.421875,0.528809,0.334473,0.303711,0.463379,0.569824,0.380859,0.35083000000000003,0.469971,0.5424800000000001,9.514389999999999e-05,-0.135269,-0.222473,-0.297699,-0.36438000000000004,-0.185394,-0.33874499999999996,-0.408325,-0.45196499999999995,-0.180054,-0.372925,-0.392761,-0.381775,-0.198212,-0.376587,-0.342407,-0.296783,-0.228729,-0.357056,-0.346985,-0.323486
0,0.45752,0.630371,0.7436520000000001,0.780762,0.810059,0.6420899999999999,0.6987300000000001,0.6816409999999999,0.654297,0.538086,0.5952149999999999,0.578613,0.553711,0.44091800000000003,0.498779,0.490479,0.47802700000000004,0.338623,0.40820300000000004,0.42675799999999997,0.42285200000000006,0.7597659999999999,0.656738,0.506836,0.371094,0.251709,0.353027,0.262207,0.38769499999999996,0.492676,0.355469,0.288574,0.443115,0.5429689999999999,0.380127,0.334473,0.48364300000000005,0.577637,0.42260699999999995,0.37304699999999996,0.48095699999999997,0.5561520000000001,9.13441e-05,-0.088501,-0.14182999999999998,-0.191498,-0.218048,-0.0958252,-0.219269,-0.276337,-0.294342,-0.107651,-0.25711100000000003,-0.27511599999999997,-0.266266,-0.140991,-0.291748,-0.298157,-0.289001,-0.180054,-0.26870700000000003,-0.259399,-0.248871
0,0.49121099999999995,0.6606449999999999,0.7441409999999999,0.75293,0.768066,0.6972659999999999,0.7045899999999999,0.692871,0.679688,0.5683590000000001,0.569336,0.571289,0.576172,0.439453,0.423584,0.45288100000000003,0.48730500000000004,0.311523,0.300293,0.338379,0.369873,0.762695,0.6621090000000001,0.508301,0.36425799999999997,0.23449699999999998,0.327393,0.260498,0.27319299999999996,0.27563499999999996,0.329102,0.28686500000000004,0.405273,0.48461899999999997,0.369629,0.335449,0.47802700000000004,0.5766600000000001,0.43481400000000003,0.408447,0.5141600000000001,0.575195,9.968879999999999e-05,-0.193329,-0.352783,-0.475159,-0.5917359999999999,-0.41503900000000005,-0.65918,-0.796509,-0.877075,-0.39978,-0.671387,-0.726318,-0.724487,-0.397339,-0.6365970000000001,-0.609741,-0.548401,-0.403442,-0.5896,-0.595093,-0.567017
0,0.560059,0.6782229999999999,0.7226560000000001,0.692871,0.6518550000000001,0.577148,0.5507810000000001,0.594238,0.616699,0.486084,0.46728500000000006,0.533203,0.5512699999999999,0.400879,0.39257800000000004,0.46948199999999995,0.494385,0.31958000000000003,0.325439,0.395264,0.42333999999999994,0.780273,0.65332,0.46191400000000005,0.311279,0.189941,0.375,0.259033,0.38208000000000003,0.48754899999999995,0.42260699999999995,0.30835,0.46875,0.5737300000000001,0.490967,0.386719,0.531738,0.6264649999999999,0.573242,0.490234,0.590332,0.6601560000000001,0.00011198200000000001,-0.09895319999999999,-0.179749,-0.245667,-0.275269,-0.12725799999999998,-0.240021,-0.271454,-0.267181,-0.137405,-0.30899,-0.309601,-0.27069099999999996,-0.1651,-0.323181,-0.308533,-0.26474000000000003,-0.196075,-0.272522,-0.25177,-0.22277800000000003
0,0.46777299999999994,0.656738,0.747559,0.8027340000000001,0.8505860000000001,0.688477,0.7617189999999999,0.739258,0.697754,0.597168,0.6674800000000001,0.639648,0.598633,0.498779,0.559082,0.5429689999999999,0.518066,0.386719,0.44677700000000004,0.45825200000000005,0.447754,0.760742,0.669922,0.5351560000000001,0.405518,0.285889,0.374512,0.293457,0.406982,0.501953,0.369141,0.298096,0.44995100000000005,0.547363,0.381348,0.33007800000000004,0.48193400000000003,0.5688479999999999,0.41137700000000005,0.361572,0.46850600000000003,0.530762,8.78423e-05,-0.048446699999999995,-0.08026119999999999,-0.126343,-0.158691,-0.035800900000000004,-0.177765,-0.263519,-0.30075100000000005,-0.0637817,-0.23971599999999998,-0.29891999999999996,-0.315857,-0.112686,-0.274506,-0.27923600000000004,-0.255127,-0.163727,-0.27511599999999997,-0.28381300000000004,-0.278778
0,0.48999,0.663574,0.754883,0.797363,0.830566,0.675293,0.725586,0.7089840000000001,0.6777340000000001,0.577637,0.629883,0.619629,0.590332,0.478271,0.5273439999999999,0.531738,0.5214840000000001,0.37085,0.42749,0.450928,0.449463,0.7714840000000001,0.6625979999999999,0.516113,0.381836,0.25805700000000004,0.364746,0.27563499999999996,0.402832,0.510254,0.368164,0.29199200000000003,0.445557,0.547363,0.39257800000000004,0.33374000000000004,0.48291000000000006,0.5722659999999999,0.43432600000000005,0.384277,0.486572,0.547363,9.16421e-05,-0.07026669999999999,-0.11093099999999999,-0.156097,-0.177765,-0.044899,-0.183563,-0.24963400000000002,-0.26474000000000003,-0.0643539,-0.23162800000000003,-0.27175900000000003,-0.27374299999999996,-0.106201,-0.265656,-0.26825,-0.247955,-0.152359,-0.243225,-0.239258,-0.230713
0,0.486084,0.649414,0.7485350000000001,0.796875,0.817383,0.669434,0.7128909999999999,0.687988,0.658203,0.570801,0.612305,0.594727,0.567871,0.47509799999999996,0.5097659999999999,0.507812,0.498779,0.37255900000000003,0.414062,0.431641,0.433838,0.7543949999999999,0.6362300000000001,0.5014649999999999,0.36694299999999996,0.25195300000000004,0.360352,0.262207,0.38500999999999996,0.482422,0.364014,0.269043,0.40966800000000003,0.507812,0.38769499999999996,0.309814,0.44799799999999995,0.533203,0.427734,0.359375,0.457031,0.5200199999999999,9.28342e-05,-0.0708389,-0.12008699999999999,-0.167694,-0.180054,-0.056419399999999995,-0.163422,-0.209351,-0.218811,-0.0772095,-0.217743,-0.250702,-0.24825999999999998,-0.117569,-0.256958,-0.26168800000000003,-0.24246199999999998,-0.162048,-0.243378,-0.24429299999999998,-0.23788499999999999
0,0.547852,0.685059,0.742188,0.690918,0.602539,0.59082,0.538086,0.577148,0.616699,0.48144499999999996,0.42895500000000003,0.502441,0.552246,0.38745100000000005,0.336426,0.423828,0.48583999999999994,0.306641,0.27002,0.345947,0.408447,0.82373,0.705078,0.515625,0.368652,0.280762,0.41552700000000004,0.322998,0.432129,0.523438,0.45947299999999996,0.361572,0.5112300000000001,0.612305,0.530762,0.431885,0.575684,0.672852,0.620117,0.554688,0.650879,0.718262,0.000110418,-0.108261,-0.196838,-0.271912,-0.315552,-0.131683,-0.252228,-0.301666,-0.306244,-0.14182999999999998,-0.299683,-0.339355,-0.322571,-0.17028800000000002,-0.33844,-0.374146,-0.34729,-0.198669,-0.300598,-0.323486,-0.30899
0,0.5273439999999999,0.6577149999999999,0.670898,0.581543,0.492432,0.501953,0.465088,0.514648,0.5512699999999999,0.38623,0.366699,0.462891,0.5058590000000001,0.298096,0.281494,0.39306599999999997,0.449463,0.23645,0.23608400000000002,0.327881,0.38061500000000004,0.7827149999999999,0.6391600000000001,0.44165,0.308105,0.22351100000000002,0.36791999999999997,0.33129899999999995,0.422363,0.497803,0.421875,0.401855,0.514648,0.5981449999999999,0.507812,0.48706099999999997,0.5922850000000001,0.671387,0.608398,0.6157229999999999,0.6816409999999999,0.723633,0.00010274399999999999,-0.0946045,-0.13198900000000002,-0.144119,-0.126953,-0.112076,-0.160675,-0.13915999999999998,-0.1091,-0.0881958,-0.179596,-0.179291,-0.147018,-0.0797272,-0.198975,-0.214691,-0.18158,-0.0688934,-0.163574,-0.177765,-0.15213
