0.49707,0.857422,9.42498e-05
0.617676,0.781738,-0.0434875
0.675293,0.676758,-0.092926
0.639648,0.58252,-0.175171
0.529785,0.537109,-0.258942
0.608887,0.520508,0.0500107
0.599121,0.418945,-0.0577927
0.599121,0.49585,-0.100327
0.597656,0.564453,-0.0774384
0.533203,0.529785,0.0187874
0.526367,0.426025,-0.0910187
0.54541,0.511719,-0.122757
0.55127,0.586426,-0.0972748
0.460693,0.554199,-0.0372505
0.450195,0.45752,-0.159302
0.487793,0.535156,-0.18219
0.500977,0.606934,-0.14946
0.392334,0.588867,-0.0991821
0.369629,0.467285,-0.127563
0.377686,0.390625,-0.14534
0.378662,0.325195,-0.150681
