0.515625,0.786621,7.1004e-05
0.544434,0.688477,-0.00676155
0.506348,0.541504,-0.0697327
0.410889,0.440918,-0.12207
0.32959,0.377686,-0.171814
0.525391,0.438721,-0.140305
0.452881,0.265869,-0.242767
0.406494,0.144531,-0.308075
0.364746,0.0460205,-0.353394
0.470947,0.45166,-0.174255
0.348145,0.285889,-0.274353
0.275635,0.168091,-0.336609
0.213135,0.0664673,-0.387268
0.415039,0.502441,-0.196686
0.277344,0.456787,-0.254822
0.272217,0.522461,-0.212097
0.275391,0.558105,-0.182495
0.356201,0.569336,-0.220947
0.241333,0.555176,-0.244293
0.247925,0.626465,-0.200806
0.264893,0.67334,-0.167999
