0.500977,0.766113,6.37025e-05
0.371094,0.692871,0.0756836
0.360352,0.619629,0.0955963
0.417236,0.557617,0.111694
0.466064,0.527832,0.112686
0.354492,0.539551,-0.0795746
0.379395,0.446533,0.0157642
0.406982,0.460693,0.134964
0.412842,0.470459,0.204926
0.439453,0.521484,-0.0966644
0.453613,0.450684,0.00780106
0.487061,0.48999,0.0843048
0.512207,0.514648,0.0861359
0.521484,0.522461,-0.0878906
0.537598,0.465576,0.0155354
0.575195,0.516113,0.06073
0.597656,0.55957,0.0415802
0.601074,0.533203,-0.0764084
0.628906,0.498291,-0.0423431
0.666504,0.538574,-0.0672531
0.694336,0.581543,-0.112305
