0.438477,0.796387,7.6741e-05
0.540527,0.747559,-0.104675
0.606934,0.699707,-0.223083
0.654785,0.675781,-0.325012
0.690918,0.682129,-0.426636
0.519043,0.518555,-0.314331
0.512207,0.413086,-0.437012
0.51123,0.445068,-0.49469
0.511719,0.48877,-0.53009
0.457275,0.537598,-0.312042
0.464844,0.42749,-0.450439
0.466797,0.477295,-0.504761
0.470703,0.523926,-0.564575
0.411377,0.577637,-0.306702
0.433838,0.509766,-0.43457
0.437012,0.563965,-0.465088
0.443604,0.609375,-0.487061
0.37207,0.625977,-0.298767
0.404053,0.594727,-0.39978
0.419189,0.634277,-0.456848
0.434326,0.665039,-0.50293
