0.586914,0.862305,7.90507e-05
0.682617,0.736328,-0.111618
0.722656,0.554688,-0.220032
0.628418,0.463867,-0.332642
0.513184,0.525879,-0.397034
0.56543,0.474365,-0.0543594
0.497559,0.38623,-0.200043
0.540527,0.490234,-0.22583
0.570312,0.516602,-0.171356
0.480225,0.527832,-0.0637436
0.41748,0.447266,-0.248413
0.491211,0.570312,-0.262146
0.514648,0.57373,-0.183716
0.411865,0.593262,-0.0991821
0.354248,0.53125,-0.275574
0.443359,0.637207,-0.265045
0.465576,0.637695,-0.197754
0.358398,0.66748,-0.142822
0.323486,0.621582,-0.200653
0.396973,0.691406,-0.192413
0.41333,0.70459,-0.149994
