0.492676,0.814941,7.7635e-05
0.628906,0.751953,-0.133362
0.674805,0.600098,-0.202484
0.606934,0.494141,-0.24231
0.519043,0.435303,-0.257721
0.605469,0.479492,-0.147934
0.581543,0.322266,-0.252991
0.564453,0.215576,-0.310211
0.55127,0.115906,-0.33844
0.498779,0.478271,-0.135956
0.490479,0.295898,-0.214539
0.491699,0.175171,-0.272369
0.483643,0.0628052,-0.321045
0.404541,0.523438,-0.138474
0.410156,0.408203,-0.244293
0.465576,0.494385,-0.252838
0.494141,0.572266,-0.247955
0.325195,0.594727,-0.15274
0.354248,0.52832,-0.245667
0.406494,0.587891,-0.271149
0.437012,0.651855,-0.280304
